commune,emi.pol2012.nox,emi.pol2010.nox,emi.pol2012.pm10,emi.pol2010.pm10,emi.pol2012.cov,emi.pol2010.cov
11289,13986.764544818781,13543.7645448188,13986.7645448188,27973.5290896376,13986.7645448188,27087.5290896376
11290,4129.972687100625,4285.9726871006,4129.9726871006,4129.9726871006,8259.9453742013,8571.9453742013
11291,5250.440184204687,4893.4401842047,5250.4401842047,10500.8803684094,2625.2200921024,9786.8803684094
11292,9983.25432245001,9503.25432245,9983.25432245,9983.25432245,9983.25432245,19006.5086449
11293,10911.243581557861,10716.2435815579,21822.4871631157,21822.4871631157,21822.4871631157,10716.2435815579
11294,3285.360891229233,3294.3608912292,6570.7217824585,13141.4435649169,1642.6804456146,3294.3608912292
11295,119128.98782449037,119437.98782449,238257.975648981,476515.951297962,119128.98782449,119437.98782449
11296,13265.230676352603,12827.2306763526,26530.4613527052,26530.4613527052,13265.2306763526,12827.2306763526
11297,1010.984611877,1418.984611877,2021.969223754,4043.938447508,1010.984611877,1418.984611877
11298,4410.8080840551265,4438.8080840551,4410.8080840551,4410.8080840551,8821.6161681103,4438.8080840551
11299,13127.048860186907,13538.0488601869,26254.0977203738,52508.1954407476,13127.0488601869,13538.0488601869
11300,1932.7880077640002,1770.788007764,3865.576015528,3865.576015528,1932.788007764,1770.788007764
11301,13575.349009476031,13602.349009476,13575.349009476,13575.349009476,13575.349009476,13602.349009476
11302,5247.345717109707,5071.3457171097,10494.6914342194,10494.6914342194,5247.3457171097,10142.6914342194
11303,8637.638474678075,8870.6384746781,17275.2769493562,34550.5538987123,4318.819237339,17741.2769493562
11304,23899.31171056302,23953.311710563,47798.623421126,47798.623421126,23899.311710563,23953.311710563
11305,792.3854327490001,1268.385432749,1584.770865498,3169.541730996,396.1927163745,1268.385432749
11306,493.9636007437913,28.9636007438,987.9272014876,987.9272014876,493.9636007438,57.9272014876
11307,2145.707891935,1774.707891935,2145.707891935,4291.41578387,1072.8539459675,3549.41578387
11308,577.286317083,193.286317083,577.286317083,577.286317083,577.286317083,386.572634166
11309,1639.2364106508735,1693.2364106509,3278.4728213018,3278.4728213018,1639.2364106509,3386.4728213018
11310,1661.8863898950067,2156.886389895,3323.77277979,6647.54555958,1661.886389895,4313.77277979
11311,2272.74362133,2216.74362133,4545.48724266,4545.48724266,2272.74362133,4433.48724266
11312,3785.760054276217,3712.7600542762,3785.7600542762,7571.5201085524,1892.8800271381,7425.5201085524
11313,5000.82867745789,5247.8286774579,5000.8286774579,5000.8286774579,10001.6573549158,10495.6573549158
11314,1370.861314728591,871.8613147286,1370.8613147286,2741.7226294572,685.4306573643,871.8613147286
11315,14968.209676049593,15394.2096760496,29936.4193520992,59872.8387041984,7484.1048380248,15394.2096760496
11316,4887.733563440471,5194.7335634405,4887.7335634405,4887.7335634405,4887.7335634405,5194.7335634405
11317,549.8385878920001,799.838587892,549.838587892,549.838587892,549.838587892,1599.677175784
11318,1468.4318739869998,1751.431873987,2936.863747974,2936.863747974,1468.431873987,3502.863747974
11319,144.67367782940002,-247.3263221706,289.3473556588,289.3473556588,144.6736778294,-247.3263221706
11320,3870.5531572404097,4177.5531572404,7741.1063144808,7741.1063144808,7741.1063144808,8355.1063144808
11321,672.5369851897033,611.5369851897,672.5369851897,672.5369851897,1345.0739703794,611.5369851897
11322,131171.70216778212,130923.702167782,262343.404335564,524686.808671128,65585.8510838911,261847.404335564
11323,1158.8104257979999,1486.810425798,2317.620851596,4635.241703192,579.405212899,1486.810425798
11324,3358.5319859040005,3603.531985904,6717.063971808,6717.063971808,6717.063971808,7207.063971808
11325,13489.906111982737,13750.9061119827,26979.8122239655,53959.624447931,6744.9530559914,13750.9061119827
11326,1327.759976481224,1463.7599764812,1327.7599764812,1327.7599764812,2655.5199529625,1463.7599764812
11327,2934.3879065080005,3241.387906508,2934.387906508,2934.387906508,5868.775813016,6482.775813016
11328,6396.637826665602,6565.6378266656,6396.6378266656,6396.6378266656,6396.6378266656,13131.2756533312
11329,1231.445104168,894.445104168,2462.890208336,4925.780416672,1231.445104168,894.445104168
11330,2035.191853714,2253.191853714,2035.191853714,2035.191853714,2035.191853714,2253.191853714
11331,2055.3413767550323,1561.341376755,2055.341376755,2055.341376755,2055.341376755,3122.6827535101
11332,6155.9933089209835,6346.993308921,12311.986617842,24623.9732356839,6155.993308921,12693.986617842
11333,4809.523508834463,4350.5235088345,9619.0470176689,19238.0940353379,4809.5235088345,4350.5235088345
11334,8972.769545907158,9211.7695459072,8972.7695459072,8972.7695459072,8972.7695459072,18423.5390918143
11335,236.989932921,-18.010067079,473.979865842,473.979865842,236.989932921,-18.010067079
11336,3227.821310657024,2744.821310657,3227.821310657,6455.6426213141,3227.821310657,2744.821310657
11337,1880.182060081,2155.182060081,1880.182060081,3760.364120162,1880.182060081,4310.364120162
11338,2076.925506899,1950.925506899,4153.851013798,4153.851013798,2076.925506899,3901.851013798
11339,2204.2500213566054,1837.2500213566,4408.5000427132,4408.5000427132,2204.2500213566,3674.5000427132
11340,9820.462622074912,9649.4626220749,19640.9252441498,39281.8504882996,9820.4626220749,9649.4626220749
11341,846.695904831,715.695904831,1693.391809662,3386.783619324,846.695904831,1431.391809662
11342,3904.825905539,3982.825905539,3904.825905539,3904.825905539,7809.651811078,7965.651811078
11343,5200.935448681796,5456.9354486818,10401.8708973636,20803.7417947272,2600.4677243409,10913.8708973636
11344,5098.954701424634,4713.9547014246,10197.9094028493,10197.9094028493,5098.9547014246,4713.9547014246
11345,2334.1653029,2414.1653029,4668.3306058,4668.3306058,2334.1653029,4828.3306058
11346,416.941635738,598.941635738,416.941635738,416.941635738,416.941635738,1197.883271476
11347,139.82419119,562.82419119,139.82419119,139.82419119,279.64838238,1125.64838238
11348,4005.9145812806405,3834.9145812806,4005.9145812806,8011.8291625613,2002.9572906403,7669.8291625613
11350,1194.9947584479999,1159.994758448,1194.994758448,2389.989516896,1194.994758448,2319.989516896
11351,13372.043352949084,12903.0433529491,13372.0433529491,26744.0867058982,6686.0216764746,12903.0433529491
11352,918.4332819072993,554.4332819073,1836.8665638146,3673.7331276292,918.4332819073,554.4332819073
11353,12812.975249069541,13217.9752490695,12812.9752490695,25625.9504981391,6406.4876245348,26435.9504981391
11354,12.787845032200002,-204.2121549678,12.7878450322,25.5756900644,6.3939225161,-408.4243099356
11355,3283.9873211770005,3747.987321177,6567.974642354,13135.949284708,3283.987321177,3747.987321177
11356,15781.010563204312,15930.0105632043,15781.0105632043,15781.0105632043,15781.0105632043,31860.0211264086
11357,3713.8738665420315,3257.873866542,7427.7477330841,7427.7477330841,7427.7477330841,3257.873866542
11358,7061.560787418813,7160.5607874188,7061.5607874188,14123.1215748376,7061.5607874188,7160.5607874188
11359,3538.066782986111,3493.0667829861,3538.0667829861,7076.1335659722,1769.0333914931,3493.0667829861
11360,8769.400322926642,8982.4003229267,8769.4003229266,17538.8006458533,8769.4003229266,17964.8006458533
11361,19889.809835121174,20152.8098351212,39779.6196702423,79559.2393404847,19889.8098351212,40305.6196702423
11362,2073.154038578714,1746.1540385787,4146.3080771574,8292.6161543149,1036.5770192894,3492.3080771574
11363,564.785284149,783.785284149,1129.570568298,2259.141136596,564.785284149,1567.570568298
11364,1192.747317639,1145.747317639,2385.494635278,4770.989270556,1192.747317639,1145.747317639
11365,2044.572053158,1759.572053158,4089.144106316,8178.288212632,1022.286026579,3519.144106316
11366,6820.92127003213,6778.9212700321,6820.9212700321,6820.9212700321,6820.9212700321,6778.9212700321
11367,12526.38768572113,12724.3876857211,12526.3876857211,25052.7753714423,12526.3876857211,25448.7753714423
11368,948.638271553,680.638271553,1897.276543106,1897.276543106,1897.276543106,680.638271553
11369,12183.83640527421,11916.8364052742,12183.8364052742,12183.8364052742,24367.6728105484,11916.8364052742
11370,162799.81331163362,162371.813311634,162799.813311634,325599.626623267,81399.9066558168,162371.813311634
11371,11891.490112027994,11757.490112028,23782.980224056,23782.980224056,11891.490112028,11757.490112028
11372,1591.905726089,1653.905726089,3183.811452178,6367.622904356,1591.905726089,1653.905726089
11373,536.350733851,477.350733851,1072.701467702,2145.402935404,268.1753669255,954.701467702
11374,662.9693917215,1107.9693917215,662.9693917215,1325.938783443,662.9693917215,2215.938783443
11375,518.4619317080001,335.461931708,1036.923863416,1036.923863416,518.461931708,335.461931708
11376,514.756007802,571.756007802,1029.512015604,1029.512015604,1029.512015604,571.756007802
11377,1890.0737647066892,1914.0737647067,1890.0737647067,1890.0737647067,3780.1475294134,3828.1475294134
11378,4312.317084681109,4812.3170846811,8624.6341693622,17249.2683387244,2156.1585423406,4812.3170846811
11379,200452.03148582048,200431.03148582,200452.03148582,400904.062971641,200452.03148582,400862.062971641
11380,2216.814647564,2570.814647564,2216.814647564,4433.629295128,2216.814647564,5141.629295128
11381,1060.494285304,1024.494285304,1060.494285304,1060.494285304,2120.988570608,2048.988570608
11382,678.4722663269821,689.472266327,678.472266327,678.472266327,1356.944532654,689.472266327
11383,2332.1468021818,2822.1468021818,2332.1468021818,4664.2936043636,2332.1468021818,5644.2936043636
11384,1601.3982213658078,1469.3982213658,1601.3982213658,1601.3982213658,1601.3982213658,2938.7964427316
11385,2560.0769907180315,2854.076990718,2560.076990718,2560.076990718,5120.1539814361,5708.1539814361
11386,9280.39201637451,9733.3920163745,9280.3920163745,9280.3920163745,18560.784032749,19466.784032749
11387,906.926513009,422.926513009,906.926513009,906.926513009,1813.853026018,422.926513009
11388,130.59780483100002,468.597804831,130.597804831,130.597804831,261.195609662,468.597804831
11389,611.1567062902,662.1567062902,611.1567062902,611.1567062902,611.1567062902,662.1567062902
11390,9581.320067079905,9553.3200670799,19162.6401341598,38325.2802683196,9581.3200670799,19106.6401341598
11391,267.3757477502,318.3757477502,534.7514955004,534.7514955004,267.3757477502,636.7514955004
11392,2708.0240768562417,2521.0240768563,5416.0481537125,10832.096307425,1354.0120384281,2521.0240768563
11393,11028.339270201928,11173.3392702019,11028.3392702019,22056.6785404039,5514.169635101,22346.6785404039
11394,944.2739113150001,713.273911315,1888.54782263,3777.09564526,472.1369556575,1426.54782263
11395,666.576296663,933.576296663,666.576296663,666.576296663,666.576296663,1867.152593326
11396,3529.9112876299996,3889.91128763,7059.82257526,14119.64515052,1764.955643815,3889.91128763
11397,63599.879223559146,63826.8792235592,127199.758447118,127199.758447118,127199.758447118,63826.8792235592
11398,29738.40669082639,29703.4066908264,59476.8133816528,59476.8133816528,29738.4066908264,29703.4066908264
11399,565.933418264,157.933418264,1131.866836528,2263.733673056,282.966709132,315.866836528
11400,381.292187144,841.292187144,762.584374288,762.584374288,381.292187144,841.292187144
11401,10599.779898381308,10636.7798983813,21199.5597967626,21199.5597967626,10599.7798983813,10636.7798983813
11402,102.7498096864,61.7498096864,205.4996193728,205.4996193728,102.7498096864,123.4996193728
11404,3096.98053362551,3118.9805336255,6193.961067251,6193.961067251,3096.9805336255,6237.961067251
11405,1561.7867379850002,2040.786737985,1561.786737985,3123.57347597,780.8933689925,2040.786737985
11406,1333.792032222,1236.792032222,2667.584064444,2667.584064444,2667.584064444,2473.584064444
11407,4983.511684117848,5323.5116841179,4983.5116841179,9967.0233682357,2491.7558420589,10647.0233682357
11408,2703.4758166046768,2739.4758166047,2703.4758166047,5406.9516332094,1351.7379083023,2739.4758166047
11409,598.369318616,1026.369318616,1196.738637232,1196.738637232,598.369318616,2052.738637232
11410,10723.77871866254,11062.7787186625,10723.7787186625,10723.7787186625,21447.5574373251,22125.5574373251
11411,157.76327797799996,-328.236722022,157.763277978,315.526555956,157.763277978,-328.236722022
11412,1392.871197636,1673.871197636,1392.871197636,2785.742395272,696.435598818,1673.871197636
11413,11198.355273519808,11001.3552735198,22396.7105470396,22396.7105470396,22396.7105470396,22002.7105470396
11414,1673.263461192,1698.263461192,3346.526922384,6693.053844768,836.631730596,1698.263461192
11415,860.2579840320001,1130.257984032,1720.515968064,3441.031936128,860.257984032,2260.515968064
11416,1866.710639159,2038.710639159,3733.421278318,3733.421278318,3733.421278318,2038.710639159
11417,2296.7700067499995,2115.77000675,2296.77000675,2296.77000675,2296.77000675,2115.77000675
11418,101908.22793934858,102130.227939349,203816.455878697,407632.911757394,50954.1139696743,204260.455878697
11419,1715.8297980023303,1904.8297980023,1715.8297980023,3431.6595960047,1715.8297980023,1904.8297980023
11420,1048.517713272,705.517713272,2097.035426544,4194.070853088,1048.517713272,705.517713272
11421,12763.070734082681,12536.0707340827,12763.0707340827,25526.1414681654,12763.0707340827,12536.0707340827
11422,875.1389668250001,535.138966825,875.138966825,1750.27793365,437.5694834125,535.138966825
11423,860.294945183,1068.294945183,860.294945183,1720.589890366,430.1474725915,1068.294945183
11424,461.730116081,548.730116081,923.460232162,1846.920464324,230.8650580405,548.730116081
11425,5634.653467539018,5940.653467539,11269.306935078,22538.6138701561,2817.3267337695,11881.306935078
11426,10671.407265412652,11148.4072654127,21342.8145308253,42685.6290616506,10671.4072654127,22296.8145308253
11427,5038.824732302823,4892.8247323028,5038.8247323028,5038.8247323028,5038.8247323028,9785.6494646057
11428,2783.639558426051,2949.6395584261,5567.2791168521,5567.2791168521,2783.6395584261,2949.6395584261
11429,23013.639505723164,23217.6395057232,46027.2790114463,92054.5580228927,11506.8197528616,23217.6395057232
11430,85709.32850517146,86028.3285051715,85709.3285051715,85709.3285051715,85709.3285051715,86028.3285051715
11431,9706.750443874535,9965.7504438745,19413.5008877491,38827.0017754981,9706.7504438745,19931.5008877491
11432,768.416489795,932.416489795,1536.83297959,1536.83297959,1536.83297959,932.416489795
11433,8424.13813393186,8280.1381339319,16848.2762678637,16848.2762678637,16848.2762678637,16560.2762678637
11434,16790.88778791673,16507.8877879167,16790.8877879167,16790.8877879167,33581.7755758335,33015.7755758335
11435,2490.08428764818,2175.0842876482,2490.0842876482,2490.0842876482,2490.0842876482,4350.1685752964
11436,9550.545777663523,9385.5457776635,9550.5457776635,9550.5457776635,19101.091555327,18771.091555327
11437,6642.224010990546,6763.2240109906,13284.4480219811,26568.8960439622,6642.2240109906,13526.4480219811
11438,31531.606985205184,31055.6069852052,63063.2139704104,126126.427940821,15765.8034926026,62111.2139704104
11439,2188.738421576412,2559.7384215764,2188.7384215764,2188.7384215764,4377.4768431528,2559.7384215764
11440,327.73000354899995,375.730003549,655.460007098,1310.920014196,327.730003549,375.730003549
11441,85769.99679946718,86133.9967994672,85769.9967994672,171539.993598934,85769.9967994672,172267.993598934
30001,2875.181194817,3261.181194817,5750.362389634,11500.724779268,1437.5905974085,3261.181194817
30002,9489.476984362384,9317.4769843624,9489.4769843624,18978.9539687248,4744.7384921812,18634.9539687248
30003,67266.11584728833,66932.1158472883,134532.231694577,134532.231694577,67266.1158472883,66932.1158472883
30004,53987.0900206047,53898.0900206047,53987.0900206047,107974.180041209,53987.0900206047,107796.180041209
30005,3975.5197466022087,3573.5197466022,7951.0394932044,7951.0394932044,3975.5197466022,7147.0394932044
30006,70764.25264898283,71102.2526489828,141528.505297966,283057.010595931,35382.1263244914,142204.505297966
30007,166504.39578737572,166734.395787376,333008.791574751,666017.583149503,166504.395787376,333468.791574751
30008,3194.963740432,3514.963740432,3194.963740432,3194.963740432,6389.927480864,3514.963740432
30009,4435.129913139827,4461.1299131398,4435.1299131398,4435.1299131398,8870.2598262797,4461.1299131398
30010,16576.30751776793,16964.3075177679,16576.3075177679,16576.3075177679,33152.6150355359,16964.3075177679
30011,63584.72813756581,63177.7281375658,63584.7281375658,127169.456275132,31792.3640687829,126355.456275132
30012,899084.9541117644,899271.954111764,899084.954111764,1798169.90822353,449542.477055882,899271.954111764
30013,12857.245699315145,12952.2456993151,25714.4913986303,51428.9827972606,12857.2456993151,25904.4913986303
30014,14611.814447624412,14792.8144476244,14611.8144476244,29223.6288952488,14611.8144476244,14792.8144476244
30015,1122.181151220677,1115.1811512207,2244.3623024414,2244.3623024414,1122.1811512207,2230.3623024414
30016,2786.9544945682183,2858.9544945682,5573.9089891364,5573.9089891364,5573.9089891364,5717.9089891364
30017,6204.519270304475,5738.5192703045,12409.038540609,24818.0770812179,6204.5192703045,5738.5192703045
30018,4514.50727982304,4172.507279823,4514.507279823,4514.507279823,9029.0145596461,4172.507279823
30019,6349.879640654843,6125.8796406549,6349.8796406549,6349.8796406549,12699.7592813097,12251.7592813097
30020,40696.120956926316,41049.1209569263,81392.2419138526,162784.483827705,20348.0604784632,41049.1209569263
30021,1699.5385936935556,2116.5385936936,3399.0771873871,3399.0771873871,1699.5385936936,2116.5385936936
30022,1355.4321860560003,1795.432186056,2710.864372112,2710.864372112,2710.864372112,3590.864372112
30023,6198.785633531765,5907.7856335318,12397.5712670635,12397.5712670635,12397.5712670635,11815.5712670635
30024,728.831649013746,362.8316490137,728.8316490137,1457.6632980275,728.8316490137,725.6632980275
30025,873.7370849157659,498.7370849158,873.7370849158,873.7370849158,1747.4741698315,997.4741698315
30026,4020.274560096224,4064.2745600962,8040.5491201925,16081.0982403849,4020.2745600962,8128.5491201925
30027,17313.743407491067,17569.7434074911,17313.7434074911,17313.7434074911,17313.7434074911,17569.7434074911
30028,99280.86611842056,98929.8661184206,99280.8661184206,99280.8661184206,198561.732236841,197859.732236841
30029,12699.338228824425,12613.3382288244,12699.3382288244,25398.6764576488,12699.3382288244,25226.6764576488
30030,7288.093304881401,7091.0933048814,14576.1866097628,14576.1866097628,7288.0933048814,14182.1866097628
30031,829.8904249650002,341.890424965,1659.78084993,3319.56169986,829.890424965,341.890424965
30032,959482.2966089132,959282.296608913,1918964.59321783,3837929.18643565,479741.148304457,959282.296608913
30033,30582.18838561482,30714.1883856148,61164.3767712296,61164.3767712296,61164.3767712296,30714.1883856148
30034,174962.73787156068,174641.737871561,349925.475743121,349925.475743121,174962.737871561,349283.475743121
30035,1807.212600518,2018.212600518,1807.212600518,1807.212600518,3614.425201036,4036.425201036
30036,151226.4201343894,151456.420134389,302452.840268779,302452.840268779,302452.840268779,302912.840268779
30037,14180.41562427151,13697.4156242715,14180.4156242715,28360.831248543,14180.4156242715,13697.4156242715
30038,3773.2690296841292,3714.2690296841,7546.5380593683,7546.5380593683,3773.2690296841,7428.5380593683
30039,108119.64230044185,108169.642300442,216239.284600884,216239.284600884,108119.642300442,108169.642300442
30040,1455.885062105203,1499.8850621052,1455.8850621052,1455.8850621052,2911.7701242104,1499.8850621052
30041,7391.243767464666,7219.2437674647,7391.2437674647,7391.2437674647,14782.4875349293,7219.2437674647
30042,12295.151126545088,12438.1511265451,12295.1511265451,12295.1511265451,24590.3022530902,12438.1511265451
30043,1937.836362798437,1667.8363627984,3875.6727255969,3875.6727255969,3875.6727255969,3335.6727255969
30044,333.396182502,757.396182502,666.792365004,666.792365004,666.792365004,1514.792365004
30045,4742.633622645294,4566.6336226453,9485.2672452906,18970.5344905812,2371.3168113227,4566.6336226453
30046,40057.465171546406,40281.4651715464,40057.4651715464,40057.4651715464,40057.4651715464,40281.4651715464
30047,62925.82740549732,62920.8274054973,62925.8274054973,125851.654810995,31462.9137027487,62920.8274054973
30048,5649.443438249964,5507.44343825,11298.8868764999,11298.8868764999,11298.8868764999,5507.44343825
30049,7870.426325068088,8252.4263250681,15740.8526501362,31481.7053002724,7870.4263250681,16504.8526501362
30050,1779.6541245679996,2050.654124568,3559.308249136,7118.616498272,889.827062284,4101.308249136
30051,5420.079798274079,5131.0797982741,10840.1595965482,10840.1595965482,5420.0797982741,10262.1595965482
30052,1363.4500627735715,1662.4500627736,2726.9001255472,2726.9001255472,2726.9001255472,3324.9001255472
30053,2176.160887123112,2387.1608871231,4352.3217742462,4352.3217742462,4352.3217742462,4774.3217742462
30054,3285.7743556789524,3205.774355679,3285.774355679,6571.5487113579,3285.774355679,6411.5487113579
30055,5573.456643412327,6007.4566434123,11146.9132868247,11146.9132868247,11146.9132868247,6007.4566434123
30056,2000.4716388230001,2336.471638823,4000.943277646,8001.886555292,1000.2358194115,4672.943277646
30057,14270.289656384972,14734.289656385,28540.5793127699,28540.5793127699,14270.289656385,14734.289656385
30058,7770.626226536056,7959.6262265361,15541.2524530721,31082.5049061442,3885.313113268,15919.2524530721
30059,24435.1683455646,24921.1683455646,24435.1683455646,48870.3366911292,12217.5841727823,24921.1683455646
30060,146177.9789923212,146055.978992321,292355.957984642,584711.915969285,146177.978992321,292111.957984642
30061,50122.047037425495,50614.0470374255,100244.094074851,200488.188149702,50122.0470374255,50614.0470374255
30062,30715.996715376798,31214.9967153768,61431.9934307536,122863.986861507,15357.9983576884,62429.9934307536
30064,2184.774338105388,2362.7743381054,4369.5486762108,4369.5486762108,4369.5486762108,4725.5486762108
30065,1901.3448234380003,2025.344823438,3802.689646876,3802.689646876,1901.344823438,4050.689646876
30066,4520.423742288958,4197.423742289,4520.423742289,9040.8474845779,2260.2118711445,4197.423742289
30067,4194.008835057731,4082.0088350577,4194.0088350577,8388.0176701155,2097.0044175289,8164.0176701155
30068,11635.013025836879,11488.0130258369,11635.0130258369,11635.0130258369,11635.0130258369,22976.0260516738
30069,2351.219317594,2045.219317594,4702.438635188,9404.877270376,1175.609658797,4090.438635188
30070,1891.116712,2220.116712,1891.116712,3782.233424,1891.116712,4440.233424
30071,3392.7062743970437,3796.7062743971,3392.7062743971,6785.4125487941,3392.7062743971,7593.4125487941
30072,4691.052490767001,4930.052490767,9382.104981534,9382.104981534,9382.104981534,4930.052490767
30073,23284.293663669974,22941.29366367,23284.29366367,46568.58732734,23284.29366367,45882.58732734
30074,679.5984291165,726.5984291165,1359.196858233,1359.196858233,679.5984291165,726.5984291165
30075,66051.57992369625,66520.5799236963,66051.5799236963,66051.5799236963,132103.159847393,133041.159847392
30076,4924.056369681999,4504.056369682,9848.112739364,9848.112739364,9848.112739364,4504.056369682
30077,7553.457840330023,7924.45784033,7553.45784033,15106.91568066,3776.728920165,7924.45784033
30079,1554.3734382040973,1746.3734382041,3108.7468764082,6217.4937528164,1554.3734382041,1746.3734382041
30080,7254.487062448026,7330.487062448,7254.487062448,14508.9741248961,7254.487062448,14660.9741248961
30081,73179.92753999,72907.92753999,73179.92753999,73179.92753999,73179.92753999,145815.85507998
30082,27610.899804736946,27684.8998047369,55221.7996094739,55221.7996094739,27610.8998047369,55369.7996094739
30083,8949.679201985076,8796.6792019851,17899.3584039702,35798.7168079403,4474.8396009925,17593.3584039702
30084,5266.078605502,5205.078605502,10532.157211004,10532.157211004,5266.078605502,10410.157211004
30085,4396.798296556001,4268.798296556,4396.798296556,8793.596593112,2198.399148278,8537.596593112
30086,3491.6933018580003,3048.693301858,6983.386603716,13966.773207432,1745.846650929,3048.693301858
30087,712.5230224379999,1072.523022438,1425.046044876,2850.092089752,712.523022438,1072.523022438
30088,12401.098716657327,12207.0987166573,12401.0987166573,12401.0987166573,24802.1974333147,12207.0987166573
30089,10315.145856032072,10708.1458560321,10315.1458560321,20630.2917120641,10315.1458560321,21416.2917120641
30090,3467.6463397196408,3790.6463397196,6935.2926794393,13870.5853588786,1733.8231698598,3790.6463397196
30091,10830.473986743109,11325.4739867431,10830.4739867431,21660.9479734862,5415.2369933716,22650.9479734862
30092,10513.394936703879,10891.3949367039,21026.7898734078,21026.7898734078,21026.7898734078,10891.3949367039
30093,8581.190831707294,8282.1908317073,17162.3816634146,34324.7633268292,8581.1908317073,8282.1908317073
30094,1862.4582526561908,2348.4582526562,1862.4582526562,3724.9165053124,1862.4582526562,2348.4582526562
30095,6574.5917166937425,6950.5917166938,6574.5917166938,6574.5917166938,6574.5917166938,13901.1834333875
30096,12873.923435829964,13253.92343583,25747.8468716599,51495.6937433199,12873.92343583,26507.8468716599
30097,5059.138756082564,5169.1387560826,10118.2775121651,20236.5550243303,2529.5693780413,5169.1387560826
30098,3066.2301567976133,2619.2301567976,6132.4603135952,6132.4603135952,3066.2301567976,2619.2301567976
30099,455.09118264900013,223.091182649,910.182365298,1820.364730596,227.5455913245,446.182365298
30100,24207.654045302,24670.654045302,24207.654045302,24207.654045302,48415.308090604,49341.308090604
30101,3100.944804474,2848.944804474,3100.944804474,6201.889608948,3100.944804474,2848.944804474
30102,1979.5347294710002,1576.534729471,3959.069458942,3959.069458942,3959.069458942,1576.534729471
30103,19628.50374478984,19994.5037447898,19628.5037447898,39257.0074895797,9814.2518723949,39989.0074895797
30104,1348.944104287,1835.944104287,1348.944104287,2697.888208574,674.4720521435,1835.944104287
30105,1053.7881024977726,807.7881024978,2107.5762049956,2107.5762049956,2107.5762049956,1615.5762049956
30106,4360.089827303859,4272.0898273039,8720.1796546077,17440.3593092154,2180.0449136519,8544.1796546077
30107,72847.05561379575,73303.0556137958,145694.111227591,145694.111227591,145694.111227591,146606.111227591
30108,1867.3891148978753,1701.3891148979,3734.7782297958,3734.7782297958,1867.3891148979,1701.3891148979
30109,5527.585104039816,5310.5851040398,5527.5851040398,11055.1702080796,5527.5851040398,5310.5851040398
30110,2324.605015234051,2471.6050152341,4649.2100304681,9298.4200609362,1162.302507617,2471.6050152341
30111,5519.853832903087,5930.8538329031,11039.7076658062,11039.7076658062,5519.8538329031,5930.8538329031
30112,5271.767093609568,5282.7670936096,5271.7670936096,10543.5341872191,2635.8835468048,10565.5341872191
30113,780.179227234,501.179227234,780.179227234,780.179227234,1560.358454468,1002.358454468
30114,11812.293932382629,11569.2939323826,23624.5878647653,47249.1757295305,5906.1469661913,23138.5878647653
30115,6553.5878377768595,7004.5878377769,13107.1756755537,13107.1756755537,6553.5878377769,7004.5878377769
30116,178085.7719861401,178179.77198614,178085.77198614,356171.54397228,178085.77198614,178179.77198614
30117,140478.51584666516,140292.515846665,140478.515846665,280957.03169333,70239.2579233326,280585.03169333
30119,705.209617499,1015.209617499,1410.419234998,2820.838469996,352.6048087495,2030.419234998
30120,1994.374111102,2394.374111102,3988.748222204,3988.748222204,3988.748222204,2394.374111102
30121,2908.4559304081536,2615.4559304082,5816.9118608163,11633.8237216326,2908.4559304082,5230.9118608163
30122,11671.446669054718,11804.4466690547,11671.4466690547,23342.8933381094,11671.4466690547,23608.8933381094
30123,158948.0287761427,159342.028776143,317896.057552285,635792.115104571,158948.028776143,159342.028776143
30124,2038.8448266329965,1623.844826633,2038.844826633,4077.689653266,2038.844826633,3247.689653266
30125,62452.43693879465,62787.4369387947,62452.4369387947,124904.873877589,62452.4369387947,125574.873877589
30126,9353.932871476016,9733.932871476,18707.865742952,37415.7314859041,9353.932871476,19467.865742952
30127,9091.162072538917,9553.1620725389,18182.3241450778,36364.6482901557,9091.1620725389,19106.3241450778
30128,23353.718267978486,23567.7182679785,46707.436535957,93414.873071914,11676.8591339892,47135.436535957
30129,1116.6039707950001,1105.603970795,2233.20794159,2233.20794159,1116.603970795,2211.20794159
30130,12569.266357939287,12083.2663579393,25138.5327158786,25138.5327158786,12569.2663579393,24166.5327158786
30131,5785.2386071388155,6267.2386071388,5785.2386071388,5785.2386071388,5785.2386071388,6267.2386071388
30132,14633.821975846935,14585.8219758469,29267.6439516939,58535.2879033877,14633.8219758469,14585.8219758469
30133,32551.452915842754,32313.4529158428,32551.4529158428,32551.4529158428,65102.9058316855,32313.4529158428
30134,5565.287667997261,5143.2876679973,11130.5753359945,11130.5753359945,5565.2876679973,10286.5753359945
30135,39045.20385225411,38863.2038522541,78090.4077045082,156180.815409016,19522.6019261271,38863.2038522541
30136,7144.022067627424,6893.0220676274,7144.0220676274,14288.0441352548,3572.0110338137,6893.0220676274
30137,544.4388102557805,377.4388102558,1088.8776205116,1088.8776205116,1088.8776205116,377.4388102558
30138,25849.152870636313,26080.1528706363,51698.3057412726,103396.611482545,25849.1528706363,52160.3057412726
30139,6968.4678058124455,6672.4678058125,6968.4678058125,6968.4678058125,6968.4678058125,6672.4678058125
30140,2536.6705395910003,2704.670539591,2536.670539591,2536.670539591,2536.670539591,5409.341079182
