commune,emi.pol2012.nox[0],emi.pol2012.nox[1],emi.pol2012.nox[2],emi.pol2012.nox[3],emi.pol2012.nox[4],emi.pol2012.nox[5],emi.pol2010.nox[0],emi.pol2010.nox[1],emi.pol2010.nox[2],emi.pol2010.nox[3],emi.pol2010.nox[4],emi.pol2010.nox[5]
11327,2934.3879065080005,2975.387906508,5868.775813016,11737.551626032,2934.387906508,2975.387906508,2934.3879065080005,3375.387906508,2934.387906508,2934.387906508,2934.387906508,3375.387906508
11328,6396.637826665602,6723.6378266656,6396.6378266656,6396.6378266656,12793.2756533312,6723.6378266656,6396.637826665602,6005.6378266656,6396.6378266656,12793.2756533312,6396.6378266656,12011.2756533312
11329,1231.445104168,1241.445104168,2462.890208336,2462.890208336,1231.445104168,2482.890208336,1231.445104168,1324.445104168,2462.890208336,2462.890208336,1231.445104168,2648.890208336
11330,2035.191853714,2022.191853714,2035.191853714,2035.191853714,2035.191853714,4044.383707428,2035.191853714,1896.191853714,4070.383707428,4070.383707428,2035.191853714,1896.191853714
11331,2055.3413767550323,2289.341376755,2055.341376755,4110.6827535101,2055.341376755,2289.341376755,2055.3413767550323,2486.341376755,2055.341376755,4110.6827535101,2055.341376755,2486.341376755
11332,6155.9933089209835,6012.993308921,12311.986617842,24623.9732356839,6155.993308921,6012.993308921,6155.9933089209835,5805.993308921,12311.986617842,12311.986617842,6155.993308921,5805.993308921
11333,4809.523508834463,5274.5235088345,4809.5235088345,9619.0470176689,4809.5235088345,10549.0470176689,4809.523508834463,5100.5235088345,4809.5235088345,9619.0470176689,2404.7617544172,10201.0470176689
11334,8972.769545907158,9370.7695459072,17945.5390918143,35891.0781836286,8972.7695459072,18741.5390918143,8972.769545907158,9156.7695459072,17945.5390918143,17945.5390918143,8972.7695459072,9156.7695459072
11335,236.989932921,371.989932921,473.979865842,473.979865842,236.989932921,371.989932921,236.989932921,157.989932921,473.979865842,947.959731684,118.4949664605,315.979865842
11336,3227.821310657024,3221.821310657,3227.821310657,6455.6426213141,3227.821310657,3221.821310657,3227.821310657024,3061.821310657,6455.6426213141,6455.6426213141,3227.821310657,3061.821310657
11337,1880.182060081,1440.182060081,3760.364120162,7520.728240324,1880.182060081,1440.182060081,1880.182060081,1619.182060081,1880.182060081,3760.364120162,1880.182060081,1619.182060081
11338,2076.925506899,1731.925506899,4153.851013798,8307.702027596,2076.925506899,3463.851013798,2076.925506899,1763.925506899,2076.925506899,2076.925506899,4153.851013798,3527.851013798
11339,2204.2500213566054,2049.2500213566,2204.2500213566,4408.5000427132,1102.1250106783,2049.2500213566,2204.2500213566054,2503.2500213566,4408.5000427132,4408.5000427132,4408.5000427132,5006.5000427132
11340,9820.462622074912,9448.4626220749,9820.4626220749,9820.4626220749,9820.4626220749,9448.4626220749,9820.462622074912,9903.4626220749,19640.9252441498,39281.8504882996,9820.4626220749,9903.4626220749
11341,846.695904831,1209.695904831,846.695904831,846.695904831,1693.391809662,2419.391809662,846.695904831,1182.695904831,1693.391809662,3386.783619324,423.3479524155,2365.391809662
11342,3904.825905539,4236.825905539,3904.825905539,7809.651811078,3904.825905539,4236.825905539,3904.825905539,3736.825905539,3904.825905539,3904.825905539,3904.825905539,7473.651811078
11343,5200.935448681796,5177.9354486818,5200.9354486818,5200.9354486818,10401.8708973636,5177.9354486818,5200.935448681796,4996.9354486818,10401.8708973636,10401.8708973636,5200.9354486818,9993.8708973636
11344,5098.954701424634,4677.9547014246,5098.9547014246,5098.9547014246,10197.9094028493,4677.9547014246,5098.954701424634,5398.9547014246,5098.9547014246,10197.9094028493,2549.4773507123,10797.9094028493
11345,2334.1653029,2118.1653029,2334.1653029,2334.1653029,2334.1653029,4236.3306058,2334.1653029,2645.1653029,2334.1653029,2334.1653029,4668.3306058,2645.1653029
11346,416.941635738,319.941635738,833.883271476,1667.766542952,416.941635738,319.941635738,416.941635738,372.941635738,833.883271476,1667.766542952,208.470817869,745.883271476
11347,139.82419119,-245.17580881,139.82419119,139.82419119,279.64838238,-490.35161762,139.82419119,-194.17580881,279.64838238,559.29676476,69.912095595,-194.17580881
11348,4005.9145812806405,4104.9145812806,8011.8291625613,16023.6583251226,2002.9572906403,8209.8291625613,4005.9145812806405,3810.9145812806,4005.9145812806,4005.9145812806,4005.9145812806,7621.8291625613
11350,1194.9947584479999,898.994758448,2389.989516896,4779.979033792,1194.994758448,898.994758448,1194.9947584479999,1511.994758448,1194.994758448,1194.994758448,1194.994758448,3023.989516896
11351,13372.043352949084,13620.0433529491,13372.0433529491,13372.0433529491,26744.0867058982,27240.0867058982,13372.043352949084,13779.0433529491,26744.0867058982,53488.1734117963,6686.0216764746,13779.0433529491
11352,918.4332819072993,1042.4332819073,918.4332819073,918.4332819073,1836.8665638146,2084.8665638146,918.4332819072993,930.4332819073,918.4332819073,1836.8665638146,459.2166409537,930.4332819073
11353,12812.975249069541,12575.9752490695,12812.9752490695,25625.9504981391,12812.9752490695,12575.9752490695,12812.975249069541,12426.9752490695,25625.9504981391,51251.9009962782,6406.4876245348,12426.9752490695
11354,12.787845032200002,164.7878450322,12.7878450322,12.7878450322,12.7878450322,164.7878450322,12.787845032200002,280.7878450322,12.7878450322,12.7878450322,12.7878450322,280.7878450322
11355,3283.9873211770005,2798.987321177,6567.974642354,6567.974642354,3283.987321177,5597.974642354,3283.9873211770005,3065.987321177,3283.987321177,3283.987321177,6567.974642354,6131.974642354
11356,15781.010563204312,15674.0105632043,15781.0105632043,31562.0211264086,15781.0105632043,31348.0211264086,15781.010563204312,15756.0105632043,31562.0211264086,63124.0422528173,7890.5052816022,31512.0211264086
11357,3713.8738665420315,4050.873866542,7427.7477330841,14855.4954661681,1856.936933271,4050.873866542,3713.8738665420315,3589.873866542,3713.873866542,7427.7477330841,3713.873866542,7179.7477330841
11358,7061.560787418813,6865.5607874188,14123.1215748376,28246.2431496752,7061.5607874188,6865.5607874188,7061.560787418813,7485.5607874188,7061.5607874188,14123.1215748376,3530.7803937094,7485.5607874188
11359,3538.066782986111,3972.0667829861,3538.0667829861,7076.1335659722,1769.0333914931,3972.0667829861,3538.066782986111,3453.0667829861,7076.1335659722,7076.1335659722,3538.0667829861,6906.1335659722
11360,8769.400322926642,8932.4003229267,8769.4003229266,8769.4003229266,8769.4003229266,8932.4003229267,8769.400322926642,8755.4003229267,8769.4003229266,8769.4003229266,8769.4003229266,17510.8006458533
11361,19889.809835121174,20204.8098351212,19889.8098351212,19889.8098351212,19889.8098351212,40409.6196702424,19889.809835121174,19906.8098351212,19889.8098351212,39779.6196702423,9944.9049175606,19906.8098351212
11362,2073.154038578714,1994.1540385787,4146.3080771574,4146.3080771574,2073.1540385787,3988.3080771574,2073.154038578714,2350.1540385787,2073.1540385787,2073.1540385787,4146.3080771574,2350.1540385787
11363,564.785284149,461.785284149,564.785284149,1129.570568298,282.3926420745,461.785284149,564.785284149,480.785284149,1129.570568298,1129.570568298,1129.570568298,961.570568298
11364,1192.747317639,864.747317639,1192.747317639,2385.494635278,1192.747317639,864.747317639,1192.747317639,1359.747317639,2385.494635278,2385.494635278,1192.747317639,2719.494635278
11365,2044.572053158,1929.572053158,4089.144106316,8178.288212632,1022.286026579,3859.144106316,2044.572053158,2111.572053158,4089.144106316,4089.144106316,2044.572053158,2111.572053158
11366,6820.92127003213,6614.9212700321,6820.9212700321,13641.8425400643,6820.9212700321,6614.9212700321,6820.92127003213,6419.9212700321,13641.8425400643,27283.6850801285,3410.4606350161,12839.8425400643
11367,12526.38768572113,12833.3876857211,25052.7753714423,50105.5507428845,6263.1938428606,12833.3876857211,12526.38768572113,12113.3876857211,12526.3876857211,25052.7753714423,12526.3876857211,24226.7753714423
11368,948.638271553,1328.638271553,1897.276543106,3794.553086212,948.638271553,1328.638271553,948.638271553,1350.638271553,948.638271553,948.638271553,948.638271553,1350.638271553
11369,12183.83640527421,12037.8364052742,24367.6728105484,48735.3456210968,12183.8364052742,12037.8364052742,12183.83640527421,12022.8364052742,24367.6728105484,24367.6728105484,24367.6728105484,12022.8364052742
11370,162799.81331163362,163262.813311634,325599.626623267,651199.253246535,81399.9066558168,163262.813311634,162799.81331163362,162574.813311634,325599.626623267,325599.626623267,162799.813311634,162574.813311634
11371,11891.490112027994,11615.490112028,11891.490112028,11891.490112028,11891.490112028,11615.490112028,11891.490112027994,12091.490112028,23782.980224056,47565.960448112,11891.490112028,12091.490112028
11372,1591.905726089,1573.905726089,1591.905726089,3183.811452178,795.9528630445,3147.811452178,1591.905726089,2013.905726089,3183.811452178,6367.622904356,795.9528630445,4027.811452178
11373,536.350733851,861.350733851,536.350733851,1072.701467702,268.1753669255,1722.701467702,536.350733851,147.350733851,1072.701467702,2145.402935404,536.350733851,147.350733851
11374,662.9693917215,218.9693917215,1325.938783443,2651.877566886,662.9693917215,437.938783443,662.9693917215,194.9693917215,662.9693917215,1325.938783443,331.4846958608,389.938783443
11375,518.4619317080001,978.461931708,1036.923863416,1036.923863416,1036.923863416,978.461931708,518.4619317080001,236.461931708,1036.923863416,1036.923863416,1036.923863416,236.461931708
11376,514.756007802,918.756007802,514.756007802,514.756007802,1029.512015604,1837.512015604,514.756007802,925.756007802,1029.512015604,1029.512015604,514.756007802,925.756007802
11377,1890.0737647066892,1731.0737647067,3780.1475294134,3780.1475294134,1890.0737647067,1731.0737647067,1890.0737647066892,2234.0737647067,1890.0737647067,3780.1475294134,945.0368823533,4468.1475294134
11378,4312.317084681109,4175.3170846811,8624.6341693622,8624.6341693622,4312.3170846811,8350.6341693622,4312.317084681109,4486.3170846811,4312.3170846811,8624.6341693622,4312.3170846811,4486.3170846811
11379,200452.03148582048,199971.03148582,200452.03148582,200452.03148582,400904.062971641,399942.062971641,200452.03148582048,200028.03148582,400904.062971641,400904.062971641,200452.03148582,400056.062971641
11380,2216.814647564,2656.814647564,2216.814647564,2216.814647564,2216.814647564,2656.814647564,2216.814647564,1864.814647564,4433.629295128,4433.629295128,2216.814647564,3729.629295128
11381,1060.494285304,1127.494285304,2120.988570608,4241.977141216,530.247142652,2254.988570608,1060.494285304,1051.494285304,2120.988570608,2120.988570608,1060.494285304,1051.494285304
11382,678.4722663269821,946.472266327,1356.944532654,2713.8890653079,339.2361331635,946.472266327,678.4722663269821,1161.472266327,1356.944532654,2713.8890653079,339.2361331635,2322.944532654
11383,2332.1468021818,2395.1468021818,2332.1468021818,4664.2936043636,1166.0734010909,4790.2936043636,2332.1468021818,2493.1468021818,4664.2936043636,9328.5872087272,1166.0734010909,4986.2936043636
11384,1601.3982213658078,1932.3982213658,3202.7964427316,6405.5928854632,1601.3982213658,1932.3982213658,1601.3982213658078,1706.3982213658,3202.7964427316,3202.7964427316,1601.3982213658,1706.3982213658
11385,2560.0769907180315,2479.076990718,2560.076990718,2560.076990718,5120.1539814361,4958.1539814361,2560.0769907180315,2811.076990718,5120.1539814361,10240.3079628721,2560.076990718,5622.1539814361
11386,9280.39201637451,9358.3920163745,18560.784032749,37121.568065498,9280.3920163745,18716.784032749,9280.39201637451,9723.3920163745,18560.784032749,37121.568065498,4640.1960081873,9723.3920163745
11387,906.926513009,629.926513009,906.926513009,1813.853026018,453.4632565045,629.926513009,906.926513009,485.926513009,906.926513009,906.926513009,1813.853026018,485.926513009
11388,130.59780483100002,-114.402195169,130.597804831,130.597804831,261.195609662,-228.804390338,130.59780483100002,-242.402195169,261.195609662,261.195609662,130.597804831,-484.804390338
11389,611.1567062902,994.1567062902,1222.3134125804,2444.6268251608,611.1567062902,1988.3134125804,611.1567062902,978.1567062902,611.1567062902,1222.3134125804,305.5783531451,1956.3134125804
11390,9581.320067079905,9238.3200670799,9581.3200670799,9581.3200670799,19162.6401341598,9238.3200670799,9581.320067079905,9576.3200670799,19162.6401341598,19162.6401341598,9581.3200670799,19152.6401341598
11391,267.3757477502,686.3757477502,267.3757477502,267.3757477502,267.3757477502,1372.7514955004,267.3757477502,380.3757477502,267.3757477502,534.7514955004,267.3757477502,380.3757477502
11392,2708.0240768562417,2905.0240768563,2708.0240768563,5416.0481537125,2708.0240768563,2905.0240768563,2708.0240768562417,2591.0240768563,5416.0481537125,10832.096307425,2708.0240768563,2591.0240768563
11393,11028.339270201928,11106.3392702019,22056.6785404039,22056.6785404039,11028.3392702019,11106.3392702019,11028.339270201928,10799.3392702019,11028.3392702019,11028.3392702019,22056.6785404039,10799.3392702019
11394,944.2739113150001,759.273911315,1888.54782263,1888.54782263,944.273911315,759.273911315,944.2739113150001,472.273911315,1888.54782263,1888.54782263,1888.54782263,944.54782263
11395,666.576296663,1036.576296663,666.576296663,1333.152593326,666.576296663,1036.576296663,666.576296663,215.576296663,666.576296663,1333.152593326,666.576296663,215.576296663
11396,3529.9112876299996,3993.91128763,7059.82257526,14119.64515052,1764.955643815,3993.91128763,3529.9112876299996,3868.91128763,7059.82257526,7059.82257526,7059.82257526,3868.91128763
11397,63599.879223559146,63709.8792235592,63599.8792235591,63599.8792235591,63599.8792235591,127419.758447118,63599.879223559146,63226.8792235591,127199.758447118,254399.516894237,63599.8792235591,126453.758447118
11398,29738.40669082639,29915.4066908264,29738.4066908264,29738.4066908264,29738.4066908264,59830.8133816528,29738.40669082639,29375.4066908264,59476.8133816528,118953.626763306,29738.4066908264,58750.8133816528
11399,565.933418264,908.933418264,565.933418264,565.933418264,1131.866836528,908.933418264,565.933418264,806.933418264,1131.866836528,2263.733673056,282.966709132,806.933418264
11400,381.292187144,846.292187144,381.292187144,762.584374288,381.292187144,846.292187144,381.292187144,347.292187144,381.292187144,762.584374288,190.646093572,347.292187144
11401,10599.779898381308,10739.7798983813,21199.5597967626,21199.5597967626,10599.7798983813,21479.5597967626,10599.779898381308,10511.7798983813,21199.5597967626,42399.1195935252,5299.8899491907,21023.5597967626
11402,102.7498096864,-330.2501903136,102.7498096864,205.4996193728,102.7498096864,-660.5003806272,102.7498096864,43.7498096864,205.4996193728,205.4996193728,102.7498096864,87.4996193728
11404,3096.98053362551,3042.9805336255,6193.961067251,12387.922134502,3096.9805336255,6085.961067251,3096.98053362551,2984.9805336255,3096.9805336255,6193.961067251,3096.9805336255,5969.961067251
11405,1561.7867379850002,1525.786737985,3123.57347597,6247.14695194,780.8933689925,1525.786737985,1561.7867379850002,1584.786737985,1561.786737985,1561.786737985,3123.57347597,1584.786737985
11406,1333.792032222,956.792032222,2667.584064444,5335.168128888,1333.792032222,956.792032222,1333.792032222,1307.792032222,1333.792032222,1333.792032222,1333.792032222,1307.792032222
11407,4983.511684117848,4889.5116841179,9967.0233682357,19934.0467364714,2491.7558420589,9779.0233682357,4983.511684117848,5089.5116841179,9967.0233682357,9967.0233682357,4983.5116841179,5089.5116841179
11408,2703.4758166046768,2571.4758166047,2703.4758166047,5406.9516332094,1351.7379083023,2571.4758166047,2703.4758166046768,2637.4758166047,2703.4758166047,5406.9516332094,2703.4758166047,2637.4758166047
11409,598.369318616,562.369318616,598.369318616,598.369318616,1196.738637232,1124.738637232,598.369318616,415.369318616,1196.738637232,1196.738637232,598.369318616,415.369318616
11410,10723.77871866254,10992.7787186625,10723.7787186625,21447.5574373251,10723.7787186625,21985.5574373251,10723.77871866254,10503.7787186625,10723.7787186625,21447.5574373251,5361.8893593313,21007.5574373251
11411,157.76327797799996,45.763277978,315.526555956,315.526555956,315.526555956,91.526555956,157.76327797799996,167.763277978,157.763277978,315.526555956,78.881638989,335.526555956
11412,1392.871197636,1295.871197636,2785.742395272,2785.742395272,1392.871197636,2591.742395272,1392.871197636,1357.871197636,1392.871197636,1392.871197636,2785.742395272,1357.871197636
11413,11198.355273519808,11034.3552735198,11198.3552735198,22396.7105470396,11198.3552735198,11034.3552735198,11198.355273519808,11469.3552735198,22396.7105470396,22396.7105470396,22396.7105470396,22938.7105470396
11414,1673.263461192,1329.263461192,1673.263461192,3346.526922384,836.631730596,1329.263461192,1673.263461192,1666.263461192,3346.526922384,3346.526922384,1673.263461192,1666.263461192
11415,860.2579840320001,1327.257984032,1720.515968064,1720.515968064,1720.515968064,2654.515968064,860.2579840320001,485.257984032,860.257984032,860.257984032,1720.515968064,970.515968064
11416,1866.710639159,1532.710639159,1866.710639159,1866.710639159,3733.421278318,3065.421278318,1866.710639159,1742.710639159,3733.421278318,3733.421278318,1866.710639159,1742.710639159
11417,2296.7700067499995,2371.77000675,4593.5400135,9187.080027,2296.77000675,4743.5400135,2296.7700067499995,2040.77000675,2296.77000675,2296.77000675,2296.77000675,4081.5400135
11418,101908.22793934858,101952.227939349,203816.455878697,407632.911757394,50954.1139696743,101952.227939349,101908.22793934858,101475.227939349,101908.227939349,203816.455878697,50954.1139696743,101475.227939349
11419,1715.8297980023303,1605.8297980023,1715.8297980023,1715.8297980023,1715.8297980023,3211.6595960047,1715.8297980023303,1671.8297980023,3431.6595960047,3431.6595960047,3431.6595960047,3343.6595960047
11420,1048.517713272,1379.517713272,2097.035426544,4194.070853088,1048.517713272,2759.035426544,1048.517713272,919.517713272,1048.517713272,2097.035426544,524.258856636,1839.035426544
11421,12763.070734082681,12689.0707340827,12763.0707340827,25526.1414681654,12763.0707340827,25378.1414681654,12763.070734082681,13198.0707340827,25526.1414681654,51052.2829363307,6381.5353670413,13198.0707340827
11422,875.1389668250001,922.138966825,1750.27793365,1750.27793365,1750.27793365,922.138966825,875.1389668250001,1327.138966825,1750.27793365,1750.27793365,1750.27793365,1327.138966825
11423,860.294945183,1109.294945183,860.294945183,860.294945183,1720.589890366,1109.294945183,860.294945183,1344.294945183,860.294945183,860.294945183,1720.589890366,2688.589890366
11424,461.730116081,84.730116081,461.730116081,461.730116081,923.460232162,84.730116081,461.730116081,279.730116081,461.730116081,461.730116081,923.460232162,559.460232162
11425,5634.653467539018,5259.653467539,11269.306935078,11269.306935078,5634.653467539,10519.306935078,5634.653467539018,5356.653467539,5634.653467539,11269.306935078,5634.653467539,10713.306935078
11426,10671.407265412652,10235.4072654127,21342.8145308253,42685.6290616506,10671.4072654127,20470.8145308253,10671.407265412652,10183.4072654127,10671.4072654127,21342.8145308253,5335.7036327063,20366.8145308253
11427,5038.824732302823,5532.8247323028,10077.6494646056,20155.2989292113,5038.8247323028,5532.8247323028,5038.824732302823,4906.8247323028,5038.8247323028,5038.8247323028,10077.6494646056,9813.6494646057
11428,2783.639558426051,2372.6395584261,2783.6395584261,5567.2791168521,1391.819779213,4745.2791168521,2783.639558426051,2344.6395584261,5567.2791168521,5567.2791168521,5567.2791168521,4689.2791168521
11429,23013.639505723164,23187.6395057232,23013.6395057232,46027.2790114463,11506.8197528616,46375.2790114463,23013.639505723164,22652.6395057232,46027.2790114463,46027.2790114463,23013.6395057232,22652.6395057232
11430,85709.32850517146,85879.3285051715,171418.657010343,171418.657010343,171418.657010343,85879.3285051715,85709.32850517146,85714.3285051715,85709.3285051715,85709.3285051715,85709.3285051715,85714.3285051715
11431,9706.750443874535,10138.7504438745,19413.5008877491,19413.5008877491,9706.7504438745,20277.5008877491,9706.750443874535,10008.7504438745,19413.5008877491,38827.0017754981,9706.7504438745,10008.7504438745
11432,768.416489795,906.416489795,768.416489795,768.416489795,1536.83297959,1812.83297959,768.416489795,874.416489795,768.416489795,768.416489795,768.416489795,1748.83297959
11433,8424.13813393186,8233.1381339319,16848.2762678637,16848.2762678637,8424.1381339319,8233.1381339319,8424.13813393186,8841.1381339319,8424.1381339319,16848.2762678637,4212.0690669659,8841.1381339319
11434,16790.88778791673,17290.8877879167,16790.8877879167,16790.8877879167,16790.8877879167,17290.8877879167,16790.88778791673,16533.8877879167,33581.7755758335,67163.5511516669,16790.8877879167,33067.7755758335
11435,2490.08428764818,2074.0842876482,4980.1685752964,4980.1685752964,2490.0842876482,4148.1685752964,2490.08428764818,2985.0842876482,4980.1685752964,9960.3371505927,1245.0421438241,2985.0842876482
11436,9550.545777663523,9824.5457776635,19101.091555327,19101.091555327,19101.091555327,19649.091555327,9550.545777663523,9490.5457776635,9550.5457776635,9550.5457776635,9550.5457776635,9490.5457776635
11437,6642.224010990546,6265.2240109906,6642.2240109906,13284.4480219811,6642.2240109906,12530.4480219811,6642.224010990546,6859.2240109906,6642.2240109906,6642.2240109906,6642.2240109906,6859.2240109906
11438,31531.606985205184,31521.6069852052,31531.6069852052,63063.2139704104,31531.6069852052,63043.2139704104,31531.606985205184,31632.6069852052,31531.6069852052,31531.6069852052,31531.6069852052,31632.6069852052
11439,2188.738421576412,1830.7384215764,4377.4768431528,8754.9536863057,2188.7384215764,3661.4768431528,2188.738421576412,2562.7384215764,4377.4768431528,8754.9536863057,1094.3692107882,5125.4768431528
11440,327.73000354899995,414.730003549,327.730003549,655.460007098,327.730003549,414.730003549,327.73000354899995,-139.269996451,655.460007098,655.460007098,655.460007098,-139.269996451
11441,85769.99679946718,85528.9967994672,171539.993598934,343079.987197869,85769.9967994672,85528.9967994672,85769.99679946718,86150.9967994672,85769.9967994672,171539.993598934,85769.9967994672,86150.9967994672
30001,2875.181194817,2906.181194817,2875.181194817,2875.181194817,5750.362389634,5812.362389634,2875.181194817,2759.181194817,5750.362389634,11500.724779268,1437.5905974085,2759.181194817
30002,9489.476984362384,9980.4769843624,9489.4769843624,9489.4769843624,9489.4769843624,9980.4769843624,9489.476984362384,9487.4769843624,9489.4769843624,18978.9539687248,4744.7384921812,18974.9539687248
30003,67266.11584728833,67361.1158472883,134532.231694577,134532.231694577,67266.1158472883,134722.231694577,67266.11584728833,67418.1158472883,67266.1158472883,134532.231694577,33633.0579236442,134836.231694577
30004,53987.0900206047,54174.0900206047,107974.180041209,215948.360082419,53987.0900206047,108348.180041209,53987.0900206047,54365.0900206047,53987.0900206047,107974.180041209,53987.0900206047,108730.180041209
30005,3975.5197466022087,4432.5197466022,7951.0394932044,7951.0394932044,7951.0394932044,8865.0394932044,3975.5197466022087,4099.5197466022,7951.0394932044,15902.0789864088,1987.7598733011,4099.5197466022
30006,70764.25264898283,71026.2526489828,70764.2526489828,141528.505297966,70764.2526489828,71026.2526489828,70764.25264898283,70291.2526489828,141528.505297966,141528.505297966,70764.2526489828,70291.2526489828
30007,166504.39578737572,166266.395787376,333008.791574751,666017.583149503,166504.395787376,332532.791574751,166504.39578737572,166126.395787376,333008.791574751,333008.791574751,333008.791574751,332252.791574751
30008,3194.963740432,3195.963740432,6389.927480864,6389.927480864,6389.927480864,6391.927480864,3194.963740432,3385.963740432,6389.927480864,12779.854961728,1597.481870216,6771.927480864
30009,4435.129913139827,4086.1299131398,8870.2598262797,17740.5196525593,4435.1299131398,8172.2598262797,4435.129913139827,4419.1299131398,8870.2598262797,8870.2598262797,4435.1299131398,8838.2598262797
30010,16576.30751776793,16168.3075177679,16576.3075177679,33152.6150355359,8288.153758884,16168.3075177679,16576.30751776793,16569.3075177679,33152.6150355359,66305.2300710717,8288.153758884,16569.3075177679
30011,63584.72813756581,64012.7281375658,127169.456275132,254338.912550263,63584.7281375658,128025.456275132,63584.72813756581,63710.7281375658,63584.7281375658,63584.7281375658,127169.456275132,63710.7281375658
30012,899084.9541117644,899283.954111765,899084.954111764,1798169.90822353,899084.954111764,899283.954111765,899084.9541117644,899019.954111764,1798169.90822353,3596339.81644706,899084.954111764,899019.954111764
30013,12857.245699315145,13199.2456993151,12857.2456993151,12857.2456993151,12857.2456993151,26398.4913986303,12857.245699315145,12834.2456993151,25714.4913986303,25714.4913986303,25714.4913986303,25668.4913986303
30014,14611.814447624412,14162.8144476244,14611.8144476244,14611.8144476244,29223.6288952488,28325.6288952488,14611.814447624412,15055.8144476244,14611.8144476244,29223.6288952488,14611.8144476244,30111.6288952488
30015,1122.181151220677,1447.1811512207,1122.1811512207,2244.3623024414,1122.1811512207,2894.3623024414,1122.181151220677,1280.1811512207,2244.3623024414,4488.7246048827,1122.1811512207,2560.3623024414
30016,2786.9544945682183,3192.9544945682,2786.9544945682,5573.9089891364,1393.4772472841,3192.9544945682,2786.9544945682183,2775.9544945682,2786.9544945682,5573.9089891364,1393.4772472841,2775.9544945682
30017,6204.519270304475,5748.5192703045,6204.5192703045,6204.5192703045,12409.038540609,5748.5192703045,6204.519270304475,6015.5192703045,12409.038540609,12409.038540609,12409.038540609,6015.5192703045
30018,4514.50727982304,4928.507279823,9029.0145596461,18058.0291192922,2257.2536399115,4928.507279823,4514.50727982304,4733.507279823,9029.0145596461,18058.0291192922,2257.2536399115,4733.507279823
30019,6349.879640654843,6428.8796406549,6349.8796406549,12699.7592813097,3174.9398203274,6428.8796406549,6349.879640654843,6478.8796406549,6349.8796406549,12699.7592813097,6349.8796406549,12957.7592813097
30020,40696.120956926316,40911.1209569263,81392.2419138526,162784.483827705,20348.0604784632,40911.1209569263,40696.120956926316,41012.1209569263,40696.1209569263,40696.1209569263,40696.1209569263,82024.2419138526
30021,1699.5385936935556,2045.5385936936,1699.5385936936,1699.5385936936,3399.0771873871,4091.0771873871,1699.5385936935556,1720.5385936936,3399.0771873871,3399.0771873871,1699.5385936936,3441.0771873871
30022,1355.4321860560003,1071.432186056,1355.432186056,1355.432186056,2710.864372112,2142.864372112,1355.4321860560003,1090.432186056,1355.432186056,1355.432186056,2710.864372112,1090.432186056
30023,6198.785633531765,5722.7856335318,6198.7856335318,6198.7856335318,12397.5712670635,5722.7856335318,6198.785633531765,6431.7856335318,6198.7856335318,6198.7856335318,12397.5712670635,6431.7856335318
30024,728.831649013746,1073.8316490138,1457.6632980275,1457.6632980275,1457.6632980275,1073.8316490138,728.831649013746,992.8316490137,728.8316490137,728.8316490137,728.8316490137,1985.6632980275
30025,873.7370849157659,674.7370849158,873.7370849158,873.7370849158,873.7370849158,674.7370849158,873.7370849157659,602.7370849158,1747.4741698315,3494.9483396631,436.8685424579,1205.4741698315
30026,4020.274560096224,4319.2745600962,8040.5491201925,8040.5491201925,4020.2745600962,8638.5491201925,4020.274560096224,3693.2745600962,8040.5491201925,8040.5491201925,8040.5491201925,3693.2745600962
30027,17313.743407491067,17781.7434074911,34627.4868149821,34627.4868149821,34627.4868149821,17781.7434074911,17313.743407491067,17293.7434074911,34627.4868149821,34627.4868149821,17313.7434074911,34587.4868149821
30028,99280.86611842056,99571.8661184206,99280.8661184206,198561.732236841,99280.8661184206,199143.732236841,99280.86611842056,99610.8661184206,99280.8661184206,198561.732236841,99280.8661184206,99610.8661184206
30029,12699.338228824425,13141.3382288244,25398.6764576488,25398.6764576488,12699.3382288244,26282.6764576488,12699.338228824425,12245.3382288244,12699.3382288244,12699.3382288244,25398.6764576488,24490.6764576488
30030,7288.093304881401,7343.0933048814,7288.0933048814,14576.1866097628,7288.0933048814,7343.0933048814,7288.093304881401,7302.0933048814,14576.1866097628,29152.3732195256,3644.0466524407,7302.0933048814
30031,829.8904249650002,378.890424965,829.890424965,829.890424965,1659.78084993,757.78084993,829.8904249650002,1040.890424965,1659.78084993,3319.56169986,414.9452124825,1040.890424965
30032,959482.2966089132,959454.296608913,959482.296608913,959482.296608913,1918964.59321783,959454.296608913,959482.2966089132,959413.296608913,959482.296608913,1918964.59321783,959482.296608913,959413.296608913
30033,30582.18838561482,30628.1883856148,30582.1883856148,30582.1883856148,61164.3767712296,61256.3767712296,30582.18838561482,30093.1883856148,61164.3767712296,61164.3767712296,30582.1883856148,60186.3767712296
30034,174962.73787156068,175107.737871561,174962.737871561,349925.475743121,174962.737871561,350215.475743121,174962.73787156068,174824.737871561,349925.475743121,699850.951486243,87481.3689357803,349649.475743121
30035,1807.212600518,1466.212600518,1807.212600518,1807.212600518,3614.425201036,1466.212600518,1807.212600518,1615.212600518,1807.212600518,3614.425201036,903.606300259,3230.425201036
30036,151226.4201343894,151228.420134389,151226.420134389,151226.420134389,151226.420134389,151228.420134389,151226.4201343894,151361.420134389,151226.420134389,151226.420134389,302452.840268779,151361.420134389
